dataset,row_index,source_id,speaker_id,source_label,unified_style,target_e2v,predicted,score,direct_evaluable,direct_match,labels_json,scores_json
CREMA-D,5807,1072_DFA_NEU_XX.wav,1072,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,5889,1073_DFA_NEU_XX.wav,1073,neutral,neutral,neutral,neutral,0.9984,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1.9e-05, 4e-05, 0.000286, 8e-06, 0.99836, 2e-06, 0.00126, 2.4e-05, 0.0]"
CREMA-D,5971,1074_DFA_NEU_XX.wav,1074,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,6053,1075_DFA_NEU_XX.wav,1075,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,6135,1076_DFA_NEU_XX.wav,1076,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,6216,1077_DFA_NEU_XX.wav,1077,neutral,neutral,neutral,neutral,0.9999,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.000133, 5e-06, 0.0, 2e-06, 0.999858, 0.0, 1e-06, 0.0, 0.0]"
CREMA-D,6298,1078_DFA_NEU_XX.wav,1078,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.999999, 0.0, 1e-06, 0.0, 0.0]"
CREMA-D,6380,1079_DFA_NEU_XX.wav,1079,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,6462,1080_DFA_NEU_XX.wav,1080,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,6544,1081_DFA_NEU_XX.wav,1081,neutral,neutral,neutral,neutral,0.9955,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[8e-06, 0.000223, 6.3e-05, 1.3e-05, 0.995453, 2e-06, 0.004224, 1.5e-05, 0.0]"
CREMA-D,6626,1082_DFA_NEU_XX.wav,1082,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,6708,1083_DFA_NEU_XX.wav,1083,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1e-06, 0.0, 0.999997, 0.0, 1e-06, 0.0, 0.0]"
CREMA-D,6790,1084_DFA_NEU_XX.wav,1084,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.999999, 0.0, 1e-06, 0.0, 0.0]"
CREMA-D,6872,1085_DFA_NEU_XX.wav,1085,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,6954,1086_DFA_NEU_XX.wav,1086,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,7036,1087_DFA_NEU_XX.wav,1087,neutral,neutral,neutral,sad,0.9991,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[3e-06, 0.000261, 0.000149, 2e-06, 0.000457, 1e-05, 0.999114, 5e-06, 0.0]"
CREMA-D,7118,1088_DFA_NEU_XX.wav,1088,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,7200,1089_DFA_NEU_XX.wav,1089,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,7282,1090_DFA_NEU_XX.wav,1090,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-06, 9e-06, 3e-06, 0.999972, 0.0, 1.4e-05, 1e-06, 0.0]"
CREMA-D,7364,1091_DFA_NEU_XX.wav,1091,neutral,neutral,neutral,neutral,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 2e-06, 0.0, 0.999997, 0.0, 1e-06, 0.0, 0.0]"
CREMA-D,5,1001_DFA_SAD_XX.wav,1001,sad,sad,sad,disgusted,0.8029,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.004758, 0.80291, 0.067012, 0.000385, 0.030608, 0.002783, 0.083702, 0.006431, 0.001411]"
CREMA-D,87,1002_DFA_SAD_XX.wav,1002,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,168,1003_DFA_SAD_XX.wav,1003,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,250,1004_DFA_SAD_XX.wav,1004,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-06, 4e-05, 0.0, 0.0, 0.0, 0.999959, 0.0, 0.0]"
CREMA-D,332,1005_DFA_SAD_XX.wav,1005,sad,sad,sad,sad,0.9123,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[8e-06, 8e-05, 7.4e-05, 3e-06, 0.087507, 1e-06, 0.912324, 3e-06, 0.0]"
CREMA-D,414,1006_DFA_SAD_XX.wav,1006,sad,sad,sad,sad,0.9959,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.003503, 0.000582, 0.0, 0.0, 7e-06, 0.995906, 0.0, 0.0]"
CREMA-D,496,1007_DFA_SAD_XX.wav,1007,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,578,1008_DFA_SAD_XX.wav,1008,sad,sad,sad,sad,0.9990,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.001032, 6e-06, 0.0, 2e-06, 2e-06, 0.998957, 0.0, 0.0]"
CREMA-D,654,1009_DFA_SAD_XX.wav,1009,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 2e-06, 6e-06, 0.0, 0.0, 0.0, 0.999991, 0.0, 0.0]"
CREMA-D,730,1010_DFA_SAD_XX.wav,1010,sad,sad,sad,sad,0.9995,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 4e-06, 0.000417, 0.0, 4.5e-05, 0.0, 0.999534, 0.0, 0.0]"
CREMA-D,812,1011_DFA_SAD_XX.wav,1011,sad,sad,sad,sad,0.9999,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1.2e-05, 1e-05, 0.0, 0.000113, 0.0, 0.999864, 0.0, 0.0]"
CREMA-D,894,1012_DFA_SAD_XX.wav,1012,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,976,1013_DFA_SAD_XX.wav,1013,sad,sad,sad,sad,0.9891,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1e-06, 8e-05, 0.010659, 4e-06, 6.4e-05, 4.2e-05, 0.989146, 3e-06, 1e-06]"
CREMA-D,1058,1014_DFA_SAD_XX.wav,1014,sad,sad,sad,disgusted,0.9745,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1e-06, 0.974516, 7.2e-05, 1e-06, 1e-06, 1e-05, 0.025399, 1e-06, 0.0]"
CREMA-D,1140,1015_DFA_SAD_XX.wav,1015,sad,sad,sad,fearful,0.9799,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 5e-06, 0.979918, 1e-06, 3e-06, 1.9e-05, 0.020055, 0.0, 0.0]"
CREMA-D,1222,1016_DFA_SAD_XX.wav,1016,sad,sad,sad,sad,0.9944,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[7.5e-05, 0.000619, 0.002133, 5.3e-05, 0.002497, 1.4e-05, 0.994369, 0.00024, 0.0]"
CREMA-D,1304,1017_DFA_SAD_XX.wav,1017,sad,sad,sad,sad,0.9726,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 2e-06, 1.6e-05, 0.0, 0.027337, 0.0, 0.972645, 0.0, 0.0]"
CREMA-D,1386,1018_DFA_SAD_XX.wav,1018,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-06, 7e-06, 0.0, 7e-06, 0.0, 0.999985, 0.0, 0.0]"
CREMA-D,1468,1019_DFA_SAD_XX.wav,1019,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,1544,1020_DFA_SAD_XX.wav,1020,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,1626,1021_DFA_SAD_XX.wav,1021,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-06, 1e-06, 0.0, 3.5e-05, 0.0, 0.999962, 0.0, 0.0]"
CREMA-D,1708,1022_DFA_SAD_XX.wav,1022,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,1790,1023_DFA_SAD_XX.wav,1023,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,1872,1024_DFA_SAD_XX.wav,1024,sad,sad,sad,sad,0.9999,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 4e-06, 0.000103, 0.0, 1e-06, 0.0, 0.999891, 0.0, 0.0]"
CREMA-D,1954,1025_DFA_SAD_XX.wav,1025,sad,sad,sad,sad,0.9992,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.000775, 3.3e-05, 0.0, 0.0, 1e-06, 0.99919, 0.0, 0.0]"
CREMA-D,2036,1026_DFA_SAD_XX.wav,1026,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 3.2e-05, 0.0, 0.999968, 0.0, 0.0]"
CREMA-D,2118,1027_DFA_SAD_XX.wav,1027,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,2200,1028_DFA_SAD_XX.wav,1028,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 2e-06, 3.4e-05, 7e-06, 0.0, 0.0, 0.999957, 0.0, 0.0]"
CREMA-D,2282,1029_DFA_SAD_XX.wav,1029,sad,sad,sad,fearful,0.8591,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1.3e-05, 0.859102, 0.138837, 0.0, 3e-06, 0.001995, 5.1e-05, 0.0]"
CREMA-D,2364,1030_DFA_SAD_XX.wav,1030,sad,sad,sad,sad,0.9934,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1e-06, 0.000336, 0.006257, 1e-06, 2.3e-05, 1.2e-05, 0.993366, 4e-06, 0.0]"
CREMA-D,2446,1031_DFA_SAD_XX.wav,1031,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1e-06, 0.0, 0.0, 0.0, 0.999999, 0.0, 0.0]"
CREMA-D,2528,1032_DFA_SAD_XX.wav,1032,sad,sad,sad,sad,0.9998,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 4e-06, 0.000201, 0.0, 0.0, 0.0, 0.999794, 0.0, 0.0]"
CREMA-D,2610,1033_DFA_SAD_XX.wav,1033,sad,sad,sad,sad,0.8127,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1e-06, 0.186902, 0.000331, 1e-06, 6e-06, 2.1e-05, 0.812737, 1e-06, 0.0]"
CREMA-D,2692,1034_DFA_SAD_XX.wav,1034,sad,sad,sad,sad,0.6691,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.330836, 9.1e-05, 1e-06, 0.0, 7e-06, 0.669064, 0.0, 0.0]"
CREMA-D,2774,1035_DFA_SAD_XX.wav,1035,sad,sad,sad,disgusted,0.7199,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[7e-06, 0.719873, 0.028799, 0.000864, 1.1e-05, 0.000294, 0.249897, 0.000252, 5e-06]"
CREMA-D,2856,1036_DFA_SAD_XX.wav,1036,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,2938,1037_DFA_SAD_XX.wav,1037,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-06, 0.0, 0.0, 0.0, 0.0, 0.999999, 0.0, 0.0]"
CREMA-D,3020,1038_DFA_SAD_XX.wav,1038,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-06, 3e-06, 0.0, 0.0, 0.0, 0.999996, 0.0, 0.0]"
CREMA-D,3102,1039_DFA_SAD_XX.wav,1039,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,3184,1040_DFA_SAD_XX.wav,1040,sad,sad,sad,sad,0.7246,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 5.7e-05, 0.275383, 1e-06, 1e-06, 1e-06, 0.724554, 3e-06, 0.0]"
CREMA-D,3266,1041_DFA_SAD_XX.wav,1041,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1e-05, 0.0, 1e-06, 0.0, 0.999989, 0.0, 0.0]"
CREMA-D,3348,1042_DFA_SAD_XX.wav,1042,sad,sad,sad,disgusted,0.6415,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.012116, 0.641516, 7.3e-05, 3e-06, 0.269466, 4.2e-05, 0.076579, 0.000203, 0.0]"
CREMA-D,3430,1043_DFA_SAD_XX.wav,1043,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.999999, 0.0, 0.0]"
CREMA-D,3512,1044_DFA_SAD_XX.wav,1044,sad,sad,sad,sad,0.9983,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 8.4e-05, 0.001616, 0.0, 1e-06, 1e-06, 0.998298, 0.0, 0.0]"
CREMA-D,3594,1045_DFA_SAD_XX.wav,1045,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,3676,1046_DFA_SAD_XX.wav,1046,sad,sad,sad,sad,0.9990,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.000417, 0.000593, 0.0, 1e-06, 4e-06, 0.998984, 0.0, 0.0]"
CREMA-D,3758,1047_DFA_SAD_XX.wav,1047,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,3840,1048_DFA_SAD_XX.wav,1048,sad,sad,sad,sad,0.9670,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[3e-06, 2.7e-05, 0.000369, 2e-06, 0.032597, 3e-06, 0.966997, 2e-06, 0.0]"
CREMA-D,3922,1049_DFA_SAD_XX.wav,1049,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,4004,1050_DFA_SAD_XX.wav,1050,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,4086,1051_DFA_SAD_XX.wav,1051,sad,sad,sad,sad,0.9941,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1e-06, 2e-05, 0.000104, 2e-06, 0.005766, 1e-06, 0.994103, 1e-06, 0.0]"
CREMA-D,4168,1052_DFA_SAD_XX.wav,1052,sad,sad,sad,sad,0.9999,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 8e-06, 8e-06, 0.0, 3.7e-05, 0.0, 0.999945, 0.0, 0.0]"
CREMA-D,4250,1053_DFA_SAD_XX.wav,1053,sad,sad,sad,sad,0.9999,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 4e-06, 6.2e-05, 0.0, 0.0, 0.0, 0.999934, 0.0, 0.0]"
CREMA-D,4332,1054_DFA_SAD_XX.wav,1054,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,4414,1055_DFA_SAD_XX.wav,1055,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,4496,1056_DFA_SAD_XX.wav,1056,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 4e-06, 6e-06, 0.0, 1e-06, 0.0, 0.999989, 0.0, 0.0]"
CREMA-D,4578,1057_DFA_SAD_XX.wav,1057,sad,sad,sad,sad,0.7833,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1.1e-05, 0.000451, 0.21423, 0.000141, 0.000611, 0.001256, 0.783271, 2.4e-05, 4e-06]"
CREMA-D,4660,1058_DFA_SAD_XX.wav,1058,sad,sad,sad,sad,0.9998,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.00023, 1.4e-05, 0.0, 0.0, 0.0, 0.999755, 0.0, 0.0]"
CREMA-D,4742,1059_DFA_SAD_XX.wav,1059,sad,sad,sad,sad,0.9997,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.000249, 1e-06, 0.0, 0.0, 0.0, 0.999749, 0.0, 0.0]"
CREMA-D,4824,1060_DFA_SAD_XX.wav,1060,sad,sad,sad,sad,0.9987,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[2e-06, 0.000422, 0.000785, 4e-06, 7.3e-05, 1.7e-05, 0.998691, 6e-06, 0.0]"
CREMA-D,4906,1061_DFA_SAD_XX.wav,1061,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 5e-06, 2.2e-05, 0.0, 1.1e-05, 0.0, 0.999962, 0.0, 0.0]"
CREMA-D,4988,1062_DFA_SAD_XX.wav,1062,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,5070,1063_DFA_SAD_XX.wav,1063,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,5152,1064_DFA_SAD_XX.wav,1064,sad,sad,sad,sad,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
