condition,source_stem,style,source_file,audio_file,style_strength,predicted,target,match,score,emo_sim,novelty_gain_vs_baseline,wer,mos,mos_delta_vs_baseline
current_reference_guard,female_2_cremad_1012,disgust,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/female_2_cremad_1012_disgust.wav,5.0,neutral,disgusted,0,0.9996,0.9895,0.3413,0.2000,2.5927,-1.2828
legacy_combined,female_2_cremad_1012,enunciated,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/female_2_cremad_1012_enunciated.wav,5.0,disgusted,,,0.5454,0.9453,0.6103,0.6000,3.9005,-0.0473
current_reference_guard,female_2_cremad_1012,enunciated,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/female_2_cremad_1012_enunciated.wav,2.5,neutral,,,1.0000,0.9952,0.3006,0.0000,1.8789,-1.9966
legacy_combined,female_2_cremad_1012,fear,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/female_2_cremad_1012_fear.wav,5.0,<unk>,fearful,0,0.6042,0.9398,0.0513,0.2000,3.9680,+0.0202
current_reference_guard,female_2_cremad_1012,fear,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/female_2_cremad_1012_fear.wav,5.0,sad,fearful,0,0.9910,0.9041,0.3333,0.2000,2.6064,-1.2691
legacy_combined,female_2_cremad_1012,happy,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/female_2_cremad_1012_happy.wav,5.0,neutral,happy,0,0.8729,0.9711,0.0986,0.0000,3.3920,-0.5558
current_reference_guard,female_2_cremad_1012,happy,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/female_2_cremad_1012_happy.wav,5.0,happy,happy,1,0.8145,0.9011,0.1243,0.2000,3.9387,+0.0632
legacy_combined,female_2_cremad_1012,neutral,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/female_2_cremad_1012_neutral.wav,5.0,neutral,neutral,1,0.9984,0.9863,0.1781,0.0000,3.9704,+0.0226
current_reference_guard,female_2_cremad_1012,neutral,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/female_2_cremad_1012_neutral.wav,5.0,neutral,neutral,1,0.9727,0.9777,0.2275,0.2000,3.9580,+0.0825
legacy_combined,female_2_cremad_1012,sad,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/female_2_cremad_1012_sad.wav,5.0,neutral,sad,0,0.9903,0.9738,0.1151,0.2000,3.9666,+0.0188
current_reference_guard,female_2_cremad_1012,sad,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/female_2_cremad_1012_sad.wav,3.5,sad,sad,1,0.9350,0.9213,0.1253,0.0000,3.8722,-0.0033
legacy_combined,female_2_cremad_1012,whisper,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/female_2_cremad_1012_whisper.wav,5.0,<unk>,,,0.5959,0.9701,0.6033,0.2000,3.9692,+0.0214
current_reference_guard,female_2_cremad_1012,whisper,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/female_2_cremad_1012.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/female_2_cremad_1012_whisper.wav,5.0,happy,,,0.6267,0.8965,0.6435,0.6000,3.9412,+0.0657
legacy_combined,male_1_cremad_1003,anger,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_anger.wav,5.0,disgusted,angry,0,0.7432,0.9026,0.1019,0.0000,3.9531,-0.0096
current_reference_guard,male_1_cremad_1003,anger,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_anger.wav,5.0,neutral,angry,0,0.7763,0.9296,0.2287,0.0000,3.9723,-0.0055
legacy_combined,male_1_cremad_1003,baseline,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_baseline.wav,0.0,neutral,,,1.0000,,0.0000,0.0000,3.9627,
current_reference_guard,male_1_cremad_1003,baseline,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_baseline.wav,0.0,neutral,,,1.0000,,0.0000,0.0000,3.9778,
legacy_combined,male_1_cremad_1003,confused,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_confused.wav,5.0,neutral,,,0.9641,0.9609,0.5281,0.0000,3.9763,+0.0136
current_reference_guard,male_1_cremad_1003,confused,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_confused.wav,4.0,neutral,,,0.9999,0.9774,0.1761,0.0000,3.5789,-0.3989
legacy_combined,male_1_cremad_1003,disgust,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_disgust.wav,5.0,disgusted,disgusted,1,0.6230,0.9403,0.0895,0.0000,3.9721,+0.0094
current_reference_guard,male_1_cremad_1003,disgust,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_disgust.wav,5.0,neutral,disgusted,0,1.0000,0.9868,0.2799,0.0000,3.5306,-0.4472
legacy_combined,male_1_cremad_1003,enunciated,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_enunciated.wav,5.0,neutral,,,0.9973,0.9803,0.4425,0.5000,3.9672,+0.0045
current_reference_guard,male_1_cremad_1003,enunciated,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_enunciated.wav,2.5,neutral,,,1.0000,0.9976,0.1591,0.0000,3.9806,+0.0028
legacy_combined,male_1_cremad_1003,fear,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_fear.wav,5.0,neutral,fearful,0,1.0000,0.9950,0.0808,0.0000,3.9758,+0.0131
current_reference_guard,male_1_cremad_1003,fear,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_fear.wav,5.0,sad,fearful,0,0.6620,0.9020,0.4044,0.0000,3.2590,-0.7188
legacy_combined,male_1_cremad_1003,happy,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_happy.wav,5.0,neutral,happy,0,0.7544,0.9611,0.0694,0.0000,3.9789,+0.0162
current_reference_guard,male_1_cremad_1003,happy,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_happy.wav,5.0,sad,happy,0,0.6784,0.8446,0.2345,0.2500,3.9737,-0.0041
legacy_combined,male_1_cremad_1003,neutral,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_neutral.wav,5.0,neutral,neutral,1,1.0000,0.9979,0.1141,0.0000,3.9739,+0.0112
current_reference_guard,male_1_cremad_1003,neutral,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_neutral.wav,5.0,neutral,neutral,1,0.9983,0.9656,0.2132,0.0000,3.9765,-0.0013
legacy_combined,male_1_cremad_1003,sad,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_sad.wav,5.0,neutral,sad,0,0.8221,0.9505,0.1664,0.0000,3.9750,+0.0123
current_reference_guard,male_1_cremad_1003,sad,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_sad.wav,3.5,sad,sad,1,0.6216,0.9344,0.1148,0.0000,3.9329,-0.0449
legacy_combined,male_1_cremad_1003,whisper,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_1_cremad_1003_whisper.wav,5.0,disgusted,,,0.9986,0.8636,0.6207,0.2500,3.7354,-0.2273
current_reference_guard,male_1_cremad_1003,whisper,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_1_cremad_1003.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_1_cremad_1003_whisper.wav,5.0,fearful,,,0.9989,0.7571,0.6032,0.0000,3.9367,-0.0411
legacy_combined,male_2_cremad_1051,anger,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_anger.wav,5.0,neutral,angry,0,0.9697,0.9310,0.1644,0.7500,1.4067,-2.5730
current_reference_guard,male_2_cremad_1051,anger,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_anger.wav,5.0,neutral,angry,0,0.7411,0.9578,0.2591,0.7500,3.9535,-0.0221
legacy_combined,male_2_cremad_1051,baseline,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_baseline.wav,0.0,neutral,,,1.0000,,0.0000,0.0000,3.9797,
current_reference_guard,male_2_cremad_1051,baseline,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_baseline.wav,0.0,neutral,,,1.0000,,0.0000,0.0000,3.9756,
legacy_combined,male_2_cremad_1051,confused,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_confused.wav,5.0,neutral,,,0.7961,0.9488,0.4391,1.0000,3.2169,-0.7628
current_reference_guard,male_2_cremad_1051,confused,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_confused.wav,4.0,neutral,,,0.9986,0.9954,0.2815,0.7500,3.7998,-0.1758
legacy_combined,male_2_cremad_1051,disgust,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_disgust.wav,5.0,neutral,disgusted,0,0.9739,0.9574,0.0992,0.7500,3.9356,-0.0441
current_reference_guard,male_2_cremad_1051,disgust,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_disgust.wav,5.0,neutral,disgusted,0,1.0000,0.9965,0.1303,0.7500,3.8475,-0.1281
legacy_combined,male_2_cremad_1051,enunciated,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_enunciated.wav,5.0,neutral,,,0.8893,0.9694,0.3661,0.0000,3.9149,-0.0648
current_reference_guard,male_2_cremad_1051,enunciated,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_enunciated.wav,2.5,neutral,,,1.0000,0.9932,0.1151,0.7500,3.8115,-0.1641
legacy_combined,male_2_cremad_1051,fear,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_fear.wav,5.0,neutral,fearful,0,0.9999,0.9902,0.0847,0.7500,3.9786,-0.0011
current_reference_guard,male_2_cremad_1051,fear,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_fear.wav,5.0,sad,fearful,0,0.7633,0.9540,0.3157,0.7500,3.0501,-0.9255
legacy_combined,male_2_cremad_1051,happy,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_happy.wav,5.0,neutral,happy,0,1.0000,0.9986,0.0535,0.7500,3.9844,+0.0047
current_reference_guard,male_2_cremad_1051,happy,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_happy.wav,5.0,sad,happy,0,0.8806,0.9430,0.2005,1.2500,3.9718,-0.0038
legacy_combined,male_2_cremad_1051,neutral,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_neutral.wav,5.0,neutral,neutral,1,0.9999,0.9969,0.0310,0.7500,3.9714,-0.0083
current_reference_guard,male_2_cremad_1051,neutral,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_neutral.wav,5.0,neutral,neutral,1,0.9781,0.9859,0.1961,0.7500,2.9625,-1.0131
legacy_combined,male_2_cremad_1051,sad,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_sad.wav,5.0,neutral,sad,0,0.9975,0.9823,0.0455,0.0000,3.9824,+0.0027
current_reference_guard,male_2_cremad_1051,sad,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_sad.wav,3.5,sad,sad,1,0.9721,0.9418,0.0748,0.7500,3.9382,-0.0374
legacy_combined,male_2_cremad_1051,whisper,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/pass2_combined_eval/male_2_cremad_1051_whisper.wav,5.0,sad,,,0.8225,0.8910,0.5724,1.0000,3.9788,-0.0009
current_reference_guard,male_2_cremad_1051,whisper,/Users/steve/UVM-plaid/dp-vc/examples/source_speakers/male_2_cremad_1051.wav,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_sad_enunc_guard_eval/male_2_cremad_1051_whisper.wav,5.0,sad,,,0.7549,0.9150,0.5477,0.7500,3.9791,+0.0035
